LSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median,PM25-2019-min,PM25-2019-max,PM25-2019-mean,PM25-2019-std,PM25-2019-median,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median,NOx-2013-min,NOx-2013-max,NOx-2013-mean,NOx-2013-std,NOx-2013-median,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median,NOx-2019-min,NOx-2019-max,NOx-2019-mean,NOx-2019-std,NOx-2019-median,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E01000318,15.311,18.486,15.631,0.466,15.506,12.654,16.277,12.997,0.469,12.878,10.198,12.934,10.444,0.285,10.379,23.901,32.229,24.675,1.165,24.351,20.766,30.605,21.598,1.222,21.283,15.034,23.436,15.694,0.886,15.476,43.76,169.492,55.524,15.681,51.623,52.687,159.677,61.582,12.883,58.24,35.749,109.155,40.982,7.194,39.283,29.86,69.509,34.052,5.382,32.621,32.294,59.978,35.036,3.535,34.101,25.118,45.874,26.892,2.159,26.37
E01000319,15.423,18.484,15.619,0.338,15.5,12.804,15.628,12.994,0.317,12.886,10.316,12.644,10.461,0.204,10.403,24.114,32.677,24.615,0.896,24.292,21.083,29.581,21.585,0.884,21.271,15.321,23.734,15.726,0.685,15.52,46.891,152.896,54.076,11.661,50.021,55.48,146.129,61.21,10.005,57.671,37.768,101.33,41.141,5.372,39.484,31.079,68.859,33.76,4.317,32.185,33.335,57.801,35.101,2.824,34.056,26.007,46.424,27.198,1.833,26.609
E01000320,15.236,18.117,15.448,0.477,15.335,12.649,19.978,12.795,0.595,12.723,10.146,17.16,10.296,0.69,10.214,23.755,30.981,24.249,1.207,23.963,20.801,40.179,21.331,1.575,21.154,14.947,35.245,15.32,1.996,15.087,41.631,135.378,47.962,15.424,44.17,51.075,245.926,54.594,15.716,52.436,34.884,163.673,37.522,12.65,36.009,28.983,60.753,31.339,5.281,30.05,31.59,76.792,32.667,3.813,32.107,24.61,61.522,25.52,3.631,25.081
E01000321,15.233,18.43,15.621,0.758,15.353,12.611,20.035,12.987,1.092,12.706,10.126,23.077,10.719,1.857,10.197,23.766,31.43,24.691,1.87,24.023,20.752,40.361,21.87,2.813,21.12,14.91,51.124,16.548,5.292,15.056,42.954,156.804,55.434,25.46,46.321,50.931,245.928,60.216,31.101,52.005,34.827,342.327,46.563,38.19,35.876,29.338,68.291,33.802,8.773,30.647,31.519,76.758,33.974,7.744,31.891,24.521,98.397,27.939,10.51,24.961
E01000322,15.298,17.905,15.441,0.35,15.373,12.635,13.533,12.72,0.088,12.697,10.18,10.822,10.261,0.062,10.25,23.874,30.223,24.203,0.857,24.028,20.724,22.935,20.959,0.221,20.924,14.989,16.568,15.196,0.158,15.169,42.805,136.606,47.496,12.094,45.158,51.903,77.558,54.059,2.318,53.458,35.438,48.174,37.016,1.227,36.787,29.545,62.141,31.297,4.226,30.446,31.9,39.797,32.669,0.733,32.502,24.939,29.403,25.503,0.432,25.415
E01000323,15.334,19.896,15.724,0.606,15.509,12.675,18.077,13.053,0.661,12.828,10.226,15.608,10.565,0.596,10.408,23.949,35.35,24.897,1.516,24.364,20.826,34.863,21.793,1.715,21.223,15.113,30.815,16.071,1.748,15.609,44.254,270.505,59.294,25.127,50.665,53.224,244.333,64.736,21.845,57.665,36.397,169.707,44.07,14.181,40.252,30.08,93.462,35.382,8.039,32.498,32.374,74.76,35.709,5.528,33.8,25.323,62.256,27.775,4.15,26.631
E01000324,15.296,18.204,15.482,0.372,15.384,12.641,16.387,12.838,0.365,12.747,10.187,13.33,10.342,0.227,10.29,23.888,31.36,24.335,0.964,24.083,20.733,30.614,21.2,0.975,20.946,14.998,23.754,15.399,0.683,15.227,43.346,165.859,51.754,15.039,48.028,52.311,177.755,57.985,11.371,55.165,35.575,105.245,38.542,4.74,37.436,29.713,68.919,32.548,4.999,31.265,32.133,63.634,33.876,3.103,33.063,25.017,47.015,26.067,1.571,25.678
E01000325,14.925,16.246,15.04,0.099,15.027,12.118,13.618,12.268,0.109,12.263,9.802,11.309,9.967,0.129,9.958,23.181,26.403,23.4,0.227,23.362,19.59,23.517,19.898,0.265,19.87,14.252,17.57,14.616,0.302,14.58,36.175,84.173,40.287,3.635,39.903,42.935,89.776,45.718,2.952,45.209,29.636,56.736,32.012,2.32,31.668,26.341,43.68,27.752,1.32,27.564,28.118,40.969,29.039,0.877,28.89,21.928,31.723,22.829,0.845,22.711
E01000326,14.923,17.042,15.038,0.201,15.004,12.112,14.557,12.241,0.211,12.213,9.779,10.899,9.931,0.154,9.904,23.18,29.251,23.475,0.55,23.364,19.592,26.41,19.922,0.604,19.816,14.199,17.628,14.565,0.454,14.46,36.34,114.802,41.241,6.865,39.899,42.891,107.843,46.405,6.091,45.13,29.505,60.986,32.2,3.445,31.333,26.384,52.812,28.145,2.481,27.64,28.07,45.666,29.081,1.662,28.73,21.847,31.303,22.732,1.117,22.456
E01000327,15.086,17.404,15.26,0.253,15.186,12.286,15.149,12.476,0.254,12.41,9.997,14.222,10.278,0.488,10.136,23.473,29.502,23.863,0.67,23.661,19.951,27.915,20.438,0.712,20.247,14.646,27.417,15.341,1.412,14.94,39.87,120.707,45.599,9.239,43.024,46.126,129.362,49.959,7.376,47.831,32.501,110.276,37.22,9.202,34.454,27.835,55.467,29.864,3.366,28.889,29.265,50.712,30.443,2.085,29.807,23.127,46.274,24.699,2.973,23.757
E01000328,14.915,16.905,14.987,0.093,14.966,12.093,14.355,12.172,0.105,12.149,9.776,12.122,9.887,0.144,9.853,23.173,28.446,23.328,0.233,23.276,19.549,25.852,19.719,0.277,19.656,14.199,20.948,14.518,0.387,14.44,36.079,94.557,38.883,3.223,38.051,42.827,102.635,44.815,2.948,44.207,29.488,75.415,31.644,2.779,30.984,26.306,48.039,27.263,1.176,26.962,28.055,44.435,28.736,0.876,28.573,21.846,36.995,22.688,0.976,22.477
E01000329,14.974,18.751,15.231,0.426,15.121,12.137,16.826,12.414,0.466,12.297,9.843,17.067,10.22,0.663,10.047,23.297,32.992,23.887,1.051,23.616,19.663,32.247,20.327,1.216,20.013,14.407,36.299,15.417,1.988,14.881,37.659,177.584,46.071,14.788,42.265,44.237,192.589,51.437,13.367,47.933,30.77,218.167,38.907,15.739,34.786,26.913,73.354,30.084,5.185,28.686,28.641,64.135,30.81,3.633,29.825,22.464,68.886,25.042,4.413,23.83
E01000330,15.077,17.907,15.398,0.423,15.27,12.271,15.177,12.576,0.415,12.459,9.996,14.937,10.4,0.602,10.216,23.465,30.484,24.268,1.161,23.909,19.936,28.096,20.771,1.218,20.413,14.702,29.287,15.805,1.845,15.24,40.662,164.642,53.577,19.589,47.341,46.123,146.537,55.868,15.704,51.217,32.713,133.082,42.141,15.096,37.542,27.982,67.119,32.569,6.545,30.405,29.246,54.847,32.074,4.095,30.831,23.136,51.395,26.137,4.383,24.751
E01000331,14.964,19.298,15.225,0.467,15.074,12.101,17.271,12.376,0.453,12.239,9.819,16.826,10.209,0.644,9.989,23.326,34.381,23.961,1.188,23.56,19.63,33.417,20.292,1.22,19.902,14.406,36.007,15.552,2.048,14.819,38.352,191.987,47.268,16.386,42.134,44.9,199.469,52.391,14.218,47.704,31.549,205.535,41.06,17.163,35.096,27.192,78.638,30.602,5.994,28.554,28.814,67.028,31.05,3.971,29.696,22.68,71.829,25.804,5.328,23.9
E01000332,15.095,16.809,15.226,0.249,15.155,12.449,14.459,12.612,0.268,12.546,10.019,12.744,10.231,0.311,10.147,23.415,27.855,23.755,0.635,23.573,20.256,25.527,20.772,0.706,20.604,14.645,22.912,15.295,0.903,15.048,40.056,92.08,44.926,7.431,42.96,46.641,100.238,50.058,7.289,48.056,31.465,85.315,35.218,5.996,33.544,27.911,47.681,29.656,2.859,28.87,29.475,44.683,30.535,2.096,29.944,22.661,39.447,23.951,1.972,23.382
E01000333,15.093,16.965,15.292,0.256,15.224,12.425,14.29,12.611,0.251,12.539,10.017,12.9,10.231,0.317,10.148,23.447,27.971,23.891,0.618,23.714,20.191,24.933,20.635,0.637,20.443,14.63,22.926,15.218,0.927,14.971,39.604,103.738,46.877,8.883,44.434,46.276,99.776,51.507,7.382,49.399,31.367,86.585,35.534,6.217,33.939,27.787,51.188,30.415,3.332,29.438,29.362,44.67,31.001,2.194,30.37,22.63,39.991,24.075,2.046,23.539
E01000334,15.114,16.454,15.234,0.177,15.205,12.341,13.887,12.501,0.178,12.483,9.942,12.491,10.139,0.297,10.096,23.459,26.774,23.728,0.436,23.645,20.093,23.941,20.388,0.44,20.308,14.608,21.768,15.01,0.845,14.831,38.56,82.465,43.572,5.669,43.185,45.877,86.875,49.052,4.69,48.255,31.158,76.453,34.065,5.369,33.032,27.581,43.624,29.231,2.13,28.977,29.392,41.316,30.322,1.395,30.063,22.708,37.331,23.648,1.77,23.284
E01000335,14.969,18.885,15.204,0.25,15.152,12.274,14.877,12.549,0.278,12.492,9.861,16.3,10.153,0.413,10.067,23.203,34.07,23.674,0.679,23.53,20.017,28.135,21.014,0.931,20.899,14.627,34.323,15.782,1.348,15.53,36.914,190.671,43.279,9.847,40.662,45.404,116.296,49.555,7.166,47.81,31.706,142.103,35.255,7.462,33.366,26.846,73.977,29.245,3.357,28.381,29.201,47.742,30.471,1.985,29.976,22.878,54.453,24.01,2.359,23.37
E01000336,15.139,15.886,15.279,0.136,15.246,12.393,13.077,12.597,0.131,12.562,9.992,11.482,10.134,0.139,10.096,23.504,25.4,23.838,0.353,23.743,20.274,22.365,20.944,0.427,20.843,14.81,18.919,15.272,0.446,15.148,41.445,67.907,46.171,4.752,44.763,47.027,60.964,50.227,2.902,49.533,32.109,59.972,34.645,2.638,33.962,28.35,38.314,30.222,1.84,29.741,29.684,34.117,30.734,0.928,30.507,22.932,32.436,23.811,0.905,23.571
E01000337,15.114,15.903,15.179,0.075,15.161,12.338,12.919,12.457,0.083,12.46,9.94,10.434,10.038,0.075,10.034,23.459,25.478,23.603,0.184,23.551,20.092,21.701,20.392,0.227,20.358,14.652,16.435,14.882,0.209,14.84,38.807,68.735,42.236,2.984,42.161,45.933,59.768,47.785,1.82,47.439,31.169,40.496,32.586,1.265,32.44,27.647,38.733,28.752,1.073,28.62,29.408,33.744,29.951,0.571,29.812,22.712,25.868,23.141,0.426,23.06
E01000338,15.122,16.501,15.208,0.125,15.182,12.468,13.901,12.563,0.108,12.553,10.049,11.836,10.198,0.242,10.131,23.477,26.749,23.668,0.303,23.598,20.312,23.86,20.69,0.324,20.642,14.837,19.851,15.216,0.681,15.025,41.171,87.278,44.274,3.948,43.552,46.995,91.024,48.94,3.167,48.214,32.319,66.497,35.017,4.599,33.748,28.248,45.942,29.34,1.513,29.069,29.654,42.366,30.262,0.946,30.029,22.987,34.172,23.917,1.569,23.474
E01000339,15.178,16.451,15.296,0.172,15.253,12.416,13.991,12.554,0.188,12.513,10.011,11.925,10.176,0.235,10.124,23.603,27.038,23.902,0.482,23.775,20.075,24.461,20.407,0.54,20.268,14.551,19.51,14.943,0.611,14.787,41.762,89.042,46.349,6.145,44.89,46.859,94.528,50.127,5.12,48.847,31.814,68.794,34.444,4.214,33.365,28.68,45.695,30.277,2.234,29.733,29.776,42.822,30.765,1.455,30.39,22.962,35.579,23.891,1.475,23.497
E01000340,15.229,17.03,15.499,0.277,15.43,12.522,14.794,12.795,0.288,12.726,10.098,11.962,10.375,0.258,10.308,23.714,28.105,24.362,0.68,24.184,20.297,26.062,20.988,0.734,20.813,14.746,20.156,15.555,0.755,15.345,42.52,98.371,51.139,8.33,48.904,48.097,104.635,54.889,7.235,53.16,32.587,65.417,37.788,4.639,36.558,29.037,48.546,32.327,3.055,31.486,30.284,46.535,32.438,2.142,31.934,23.382,34.417,25.231,1.582,24.837
E01000341,15.205,17.062,15.355,0.21,15.302,12.501,14.798,12.665,0.211,12.617,10.084,12.021,10.239,0.175,10.199,23.67,28.151,24.017,0.511,23.884,20.246,26.046,20.619,0.54,20.486,14.704,20.338,15.097,0.521,14.959,41.564,99.113,47.493,6.433,45.867,47.584,105.992,51.371,5.392,50.061,32.23,66.866,34.965,3.23,34.17,28.735,49.35,30.774,2.393,30.148,30.109,46.861,31.259,1.613,30.862,23.249,34.786,24.171,1.112,23.888
E01000342,15.206,15.416,15.259,0.043,15.247,12.493,12.728,12.562,0.048,12.549,10.079,10.35,10.154,0.048,10.147,23.669,24.136,23.787,0.098,23.754,20.238,20.796,20.364,0.111,20.319,14.705,15.393,14.848,0.11,14.81,41.415,50.301,44.115,1.574,44.046,47.582,53.434,49.048,1.143,48.64,32.234,37.213,33.421,0.816,33.195,28.703,31.54,29.559,0.542,29.475,30.111,31.956,30.541,0.369,30.398,23.253,25.049,23.628,0.29,23.531
E01000343,15.161,17.741,15.327,0.277,15.249,12.442,15.49,12.622,0.296,12.547,10.042,13.392,10.219,0.325,10.136,23.598,29.607,23.968,0.653,23.779,20.123,27.623,20.542,0.74,20.335,14.61,23.624,15.069,0.903,14.821,40.601,126.963,46.617,8.999,44.384,46.848,136.602,51.166,8.225,49.019,31.822,116.425,35.167,7.041,33.437,28.344,59.36,30.493,3.347,29.593,29.803,54.246,31.133,2.401,30.47,23.047,48.152,24.187,2.266,23.591
E01000344,15.195,16.492,15.314,0.185,15.27,12.451,13.928,12.596,0.187,12.557,10.055,11.646,10.212,0.203,10.17,23.663,27.399,23.951,0.513,23.825,20.162,24.539,20.489,0.554,20.361,14.679,19.062,15.029,0.568,14.902,42.198,90.538,46.83,6.807,45.274,47.647,91.703,50.641,5.244,49.446,32.35,61.313,34.653,3.678,33.862,28.892,46.084,30.46,2.43,29.871,30.045,42.152,30.955,1.501,30.612,23.179,33.332,24.014,1.307,23.719
E01000345,15.158,15.384,15.22,0.043,15.209,12.429,12.726,12.516,0.052,12.507,10.052,10.682,10.151,0.081,10.132,23.608,24.362,23.754,0.139,23.71,20.103,21.016,20.285,0.159,20.24,14.623,16.307,14.835,0.221,14.773,41.441,55.951,44.318,2.55,43.704,47.13,61.885,49.129,2.465,48.37,32.124,47.3,33.743,2.008,33.176,28.555,33.407,29.527,0.876,29.307,29.817,33.8,30.437,0.671,30.232,23.107,28.284,23.663,0.697,23.453
E01000346,15.126,15.999,15.262,0.118,15.237,12.368,13.262,12.511,0.12,12.491,9.978,12.009,10.183,0.233,10.13,23.553,25.915,23.862,0.298,23.793,19.99,22.533,20.337,0.323,20.272,14.52,19.303,15.017,0.557,14.872,39.921,72.775,44.568,4.04,43.817,46.336,73.042,49.628,3.29,49.013,31.492,76.188,35.32,4.903,34.187,28.082,39.886,29.772,1.512,29.466,29.555,37.329,30.601,1.006,30.413,22.846,38.22,24.231,1.737,23.834
E01000347,15.242,17.484,15.483,0.317,15.38,12.503,15.051,12.751,0.331,12.649,10.139,13.188,10.37,0.368,10.265,23.801,29.012,24.369,0.773,24.109,20.319,26.552,20.92,0.85,20.658,14.866,23.2,15.524,1.02,15.229,43.695,116.581,51.787,10.295,48.456,48.951,123.747,55.47,9.424,52.484,34.178,104.924,38.979,7.886,36.575,29.432,56.408,32.481,3.845,31.209,30.43,51.174,32.414,2.722,31.543,23.87,45.974,25.5,2.564,24.699
E01000348,15.055,16.019,15.25,0.163,15.2,12.271,13.256,12.485,0.159,12.443,9.952,11.21,10.183,0.195,10.127,23.452,25.964,23.898,0.437,23.758,19.817,22.665,20.309,0.46,20.171,14.495,18.411,15.121,0.601,14.931,39.601,76.558,46.187,6.079,44.42,45.531,76.342,50.367,4.927,48.866,31.353,54.71,35.432,3.722,34.247,27.751,40.665,30.187,2.23,29.505,29.171,38.153,30.708,1.496,30.251,22.705,30.691,24.146,1.303,23.725
E01000349,15.048,18.923,15.67,0.726,15.389,12.26,15.991,12.86,0.702,12.586,9.937,14.916,10.694,0.989,10.31,23.447,33.558,25.048,1.903,24.309,19.801,30.109,21.442,1.955,20.679,14.495,29.976,16.76,3.086,15.582,39.563,167.207,62.732,25.429,52.626,45.527,169.492,64.005,22.043,55.171,31.597,132.368,46.516,19.606,38.802,27.734,72.396,36.3,9.067,32.706,29.152,60.953,34.595,6.013,32.205,22.786,52.891,27.702,6.039,25.329
E01000350,15.111,16.441,15.242,0.163,15.2,12.35,13.996,12.507,0.169,12.471,9.965,11.438,10.146,0.182,10.105,23.526,27.012,23.814,0.418,23.697,19.961,24.456,20.31,0.454,20.202,14.493,17.733,14.877,0.429,14.757,39.689,82.876,44.568,5.15,43.51,46.067,92.5,49.442,4.686,48.21,31.329,60.524,34.566,3.873,33.576,27.965,43.864,29.662,1.955,29.216,29.475,42.538,30.53,1.374,30.161,22.793,33.379,23.971,1.398,23.602
E01000351,15.085,17.006,15.276,0.289,15.204,12.319,14.8,12.527,0.316,12.458,9.94,13.602,10.249,0.51,10.118,23.48,27.971,23.909,0.681,23.732,19.892,25.964,20.348,0.773,20.159,14.448,24.413,15.251,1.406,14.857,38.827,89.424,45.094,7.629,43.566,45.47,104.149,50.147,7.648,48.372,30.856,105.291,36.333,9.578,33.713,27.663,47.507,29.949,3.051,29.258,29.246,46.239,30.685,2.29,30.12,22.61,45.395,24.429,3.075,23.567
E01000352,15.197,20.886,15.963,0.873,15.628,12.44,19.784,13.185,0.941,12.858,10.115,17.052,11.085,1.2,10.639,23.736,38.497,25.63,2.25,24.769,20.157,40.688,22.149,2.604,21.249,14.9,38.015,17.862,3.818,16.455,43.601,241.446,68.453,30.657,57.032,48.523,285.834,69.804,30.047,59.425,34.002,184.939,53.946,25.908,44.317,29.313,94.421,38.621,10.657,34.675,30.165,84.028,36.366,7.627,33.685,23.651,65.335,30.117,7.579,27.319
E01000353,15.14,17.505,15.309,0.228,15.248,12.435,14.902,12.604,0.234,12.542,10.034,13.044,10.236,0.288,10.162,23.486,29.805,23.905,0.615,23.737,20.2,27.136,20.608,0.658,20.43,14.554,21.958,15.022,0.707,14.839,40.524,125.598,45.624,8.247,43.474,46.228,122.087,50.605,7.181,48.636,31.683,93.867,35.315,5.985,33.685,27.914,56.792,29.864,2.926,29.088,29.349,49.092,30.707,1.99,30.157,22.782,43.156,24.15,2.07,23.574
E01000354,15.206,16.603,15.328,0.153,15.291,12.492,13.525,12.63,0.137,12.594,10.113,11.328,10.234,0.137,10.202,23.621,27.047,23.926,0.391,23.823,20.249,23.144,20.569,0.368,20.466,14.703,18.0,15.017,0.366,14.929,41.403,86.609,46.003,4.978,44.823,47.177,82.009,50.779,4.325,49.569,32.311,57.844,34.756,3.057,34.029,28.366,45.605,30.069,1.943,29.594,29.751,39.689,30.859,1.283,30.499,23.107,32.004,23.977,1.074,23.726
E01000355,15.1,17.562,15.209,0.233,15.159,12.371,15.249,12.48,0.234,12.441,9.992,13.808,10.136,0.37,10.054,23.43,29.883,23.675,0.618,23.532,20.122,28.14,20.38,0.651,20.249,14.503,26.429,14.864,1.089,14.631,38.444,126.035,42.525,8.512,40.916,45.152,131.462,47.906,6.915,46.431,31.149,100.613,33.887,7.215,32.27,27.326,57.094,28.726,3.057,28.064,29.013,51.236,29.846,1.909,29.418,22.607,44.877,23.551,2.302,23.012
E01000356,15.228,17.34,15.445,0.318,15.338,12.551,14.946,12.757,0.316,12.654,10.143,12.136,10.329,0.269,10.248,23.686,29.316,24.232,0.845,23.945,20.356,27.083,20.904,0.884,20.622,14.783,19.355,15.226,0.653,15.02,42.312,108.179,49.697,10.172,46.246,47.971,114.999,53.923,9.022,50.933,32.592,75.968,36.438,5.755,34.599,28.8,52.087,31.447,3.722,30.15,30.075,47.584,31.797,2.498,30.949,23.288,38.087,24.607,2.012,23.966
E01000357,15.197,15.857,15.255,0.054,15.24,12.52,12.99,12.581,0.047,12.567,10.129,10.626,10.177,0.046,10.162,23.623,25.34,23.749,0.138,23.704,20.322,21.566,20.428,0.123,20.384,14.771,15.856,14.868,0.107,14.83,41.83,64.658,43.888,1.794,43.515,47.473,60.352,48.725,1.279,48.282,32.41,42.743,33.333,0.92,33.034,28.572,36.672,29.236,0.65,29.068,29.948,33.672,30.312,0.385,30.169,23.219,26.9,23.538,0.333,23.432
E01000358,15.177,17.387,15.319,0.277,15.256,12.433,15.131,12.607,0.291,12.547,10.071,12.842,10.233,0.268,10.178,23.559,29.385,23.906,0.731,23.73,20.181,27.722,20.569,0.816,20.369,14.608,21.216,14.973,0.646,14.826,40.056,119.043,45.476,9.886,43.333,46.271,126.798,50.37,8.758,48.286,31.838,91.431,34.688,5.72,33.391,27.92,54.953,29.835,3.489,29.047,29.465,50.267,30.676,2.363,30.104,22.969,42.835,23.955,1.965,23.492
E01000359,15.195,17.723,15.44,0.373,15.312,12.47,15.472,12.717,0.401,12.606,10.086,12.922,10.348,0.382,10.217,23.598,29.838,24.229,0.973,23.88,20.195,27.981,20.863,1.106,20.521,14.705,21.199,15.31,0.908,14.988,41.434,138.419,49.696,12.784,45.34,47.067,159.168,54.207,12.71,50.125,32.234,99.561,37.537,8.417,34.45,28.354,61.937,31.441,4.63,29.821,29.724,56.643,31.785,3.348,30.678,23.078,45.596,24.999,2.915,23.915
E01000360,15.158,17.464,15.389,0.343,15.285,12.367,15.017,12.625,0.363,12.528,10.063,13.372,10.354,0.424,10.233,23.548,30.781,24.173,1.01,23.868,20.103,28.19,20.751,1.095,20.432,14.649,25.249,15.446,1.36,15.024,39.843,178.245,50.819,17.601,45.691,46.333,167.299,54.819,15.858,50.347,32.151,112.142,37.921,10.022,34.874,27.864,69.053,31.673,5.845,29.908,29.459,58.459,31.922,4.066,30.719,23.073,44.695,24.981,3.064,24.038
E01000361,15.162,18.412,15.414,0.511,15.252,12.402,15.647,12.66,0.506,12.508,10.066,15.065,10.322,0.59,10.185,23.634,32.319,24.25,1.303,23.833,20.17,28.697,20.793,1.361,20.371,14.651,30.577,15.444,1.875,15.0,41.843,158.048,50.489,17.415,45.142,47.539,144.691,54.927,15.617,50.104,32.449,131.096,37.648,11.702,34.812,28.634,70.019,31.837,6.307,29.776,29.914,55.866,32.033,4.175,30.7,23.186,52.427,24.948,3.57,24.024
E01000362,15.115,18.346,15.399,0.428,15.257,12.293,17.23,12.582,0.433,12.453,10.014,17.66,10.411,0.647,10.211,23.58,32.449,24.26,1.088,23.89,19.964,34.435,20.693,1.165,20.341,14.662,36.976,15.75,1.886,15.161,41.797,198.011,52.025,16.362,46.633,47.151,223.788,54.373,13.355,50.368,32.877,217.42,41.809,15.622,36.892,28.517,75.106,32.137,5.537,30.212,29.647,69.477,31.794,3.594,30.669,23.294,69.779,26.123,4.523,24.606
E01000363,15.122,18.752,15.459,0.552,15.264,12.341,16.08,12.691,0.542,12.511,10.063,15.936,10.487,0.833,10.197,23.611,33.056,24.445,1.448,23.914,20.069,30.262,20.963,1.498,20.429,14.665,32.757,16.003,2.587,15.135,41.904,180.122,54.02,20.634,46.268,47.457,168.235,57.536,17.716,51.102,32.554,151.465,41.813,16.826,36.015,28.65,74.829,33.067,7.319,30.28,29.797,60.623,32.745,4.785,30.953,23.228,57.616,26.252,5.154,24.425
E01000163,15.418,21.898,16.05,1.215,15.62,12.773,20.886,13.369,1.208,12.972,10.319,15.838,10.877,1.049,10.512,24.192,40.002,25.741,3.041,24.669,21.078,42.417,22.604,3.232,21.535,15.407,32.698,17.084,3.298,15.918,48.051,290.003,71.206,44.077,55.938,56.912,334.836,76.478,41.833,62.691,38.619,141.312,49.119,20.024,42.066,31.713,108.352,39.954,14.693,34.66,33.809,92.417,38.988,9.633,35.626,26.308,56.423,29.661,6.067,27.459
E01000164,15.391,21.921,15.867,0.904,15.561,12.743,19.457,13.184,0.846,12.911,10.28,16.119,10.698,0.722,10.439,24.136,40.663,25.341,2.345,24.528,21.004,38.902,22.165,2.347,21.374,15.3,33.631,16.621,2.426,15.723,46.549,293.331,64.269,33.251,53.094,55.863,290.987,70.459,29.356,60.618,37.909,192.651,48.059,19.316,41.054,31.211,108.627,37.655,11.415,33.599,33.463,84.386,37.571,7.274,35.017,25.993,68.108,29.349,5.879,27.159
E01000165,15.382,21.186,15.687,0.7,15.516,12.74,18.656,13.049,0.692,12.888,10.278,14.275,10.563,0.476,10.443,24.108,38.337,24.908,1.844,24.437,20.994,36.407,21.822,1.936,21.348,15.28,28.572,16.147,1.589,15.724,46.914,253.699,59.027,25.902,52.894,55.624,255.146,65.909,23.845,60.113,37.809,131.593,44.208,11.701,41.156,31.183,98.724,35.479,8.668,33.234,33.373,78.606,36.191,5.676,34.735,25.954,54.561,28.077,3.66,27.093
E01000166,14.756,15.042,14.868,0.059,14.872,11.976,12.335,12.123,0.072,12.126,9.637,10.018,9.794,0.073,9.801,22.954,23.564,23.167,0.122,23.157,19.447,20.155,19.681,0.133,19.669,14.068,14.922,14.349,0.151,14.353,34.147,43.115,38.042,1.989,38.139,42.629,49.77,45.034,1.355,44.901,29.471,35.04,31.369,0.983,31.352,25.359,28.737,26.715,0.707,26.702,28.032,30.421,28.859,0.451,28.818,21.92,24.043,22.667,0.374,22.667
E01000167,14.752,16.012,14.863,0.119,14.847,11.963,13.578,12.092,0.137,12.08,9.626,11.002,9.758,0.124,9.749,22.946,24.368,23.113,0.156,23.09,19.406,21.245,19.619,0.183,19.593,14.07,16.117,14.37,0.223,14.338,33.974,62.905,36.426,2.799,35.968,42.503,60.269,44.159,1.717,43.823,29.351,62.542,31.325,2.868,30.913,25.285,33.643,26.163,0.883,26.018,27.964,33.224,28.55,0.545,28.441,21.86,31.526,22.58,0.859,22.481
E01000168,14.891,15.184,14.983,0.05,14.981,12.162,12.501,12.267,0.057,12.271,9.823,10.161,9.916,0.052,9.91,23.174,23.734,23.344,0.099,23.324,19.719,20.418,19.915,0.118,19.913,14.365,15.173,14.55,0.117,14.528,37.917,45.468,40.245,1.433,40.072,45.008,51.161,46.67,1.066,46.372,31.368,36.709,32.612,0.796,32.41,26.707,29.517,27.595,0.52,27.494,28.927,30.967,29.5,0.356,29.418,22.744,24.766,23.217,0.298,23.158
E01000169,14.874,15.18,14.955,0.048,14.949,12.122,12.518,12.235,0.061,12.23,9.795,10.087,9.887,0.051,9.881,23.139,23.802,23.302,0.106,23.276,19.668,20.55,19.903,0.137,19.885,14.403,15.108,14.596,0.124,14.562,36.827,50.204,39.517,1.565,39.296,44.523,53.279,46.423,1.264,46.136,31.113,36.636,32.441,0.866,32.238,26.365,30.743,27.327,0.572,27.232,28.73,31.513,29.393,0.419,29.314,22.621,24.516,23.133,0.317,23.061
